fatalities,injured,evacuated,estimated_total_cost,normalized_total_cost,federal_payments,provincial_payments,insurance_payments,start_day,start_week,start_month,start_year,start_weekend,start_season_canada,end_day,end_week,end_month,end_year,end_weekend,end_season_canada,disaster_type,disaster_subgroup,disaster_group,disaster_category,magnitude,utility_people_affected,city,province,country,canada,summary
0,0,0,,,0,0,,3,26,6,1988,f,Winter,3,26,6,1988,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Norman Wells,Northwest Territories,Canada,t,"Norman Wells NT, June 29 - July 3 and July 11-15, 1988. Two severe flood events occurred in the Laird and Mackenzie River Basins of southwestern Northwest Territories."
0,0,2800,35296621,2974434.4,7787911,6008710,21500000,2,27,7,1988,f,Summer,5,27,7,1988,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Lesser Slave Lake region,AB,Canada,t,"Lesser Slave Lake area AB, July 5-8, 1988. A severe rainstorm which started on July 5 1988, brought up to 160 mm of rain to the Town of Slave Lake and surrounding areas. This caused overbank flooding and log jams on Sawridge Creek, Driftpile River and Swan River. Individuals, small businesses, farms, a hospital, and government property sustained damage. Major highways north of Edmonton to Slave Lake were closed. Over 800 homes flooded, 500 of them severely damaged. Approximately 2800 residents were evacuated from the area."
14,0,0,,,0,0,,2,27,7,1988,f,Summer,1,28,7,1988,f,Summer,Heat Event,Meteorological - Hydrological,Natural,Disaster,0,0,,ON,Canada,t,"Central and Southern ON and Manitoba, July 5-11, 1988; 14 elderly people died in Ontario of heat related factors.   Toronto on July 7 had a high of 37.2°C (hottest day since 1953). Six afternoon highs >35°C; air pollution levels soared, power and water consumption soared to record levels.  On July 28 rotating black-outs eased the power drain with the potential of a complete power failure.  Ice companies were overwhelmed with order and quickly sold out.  Great Lakes water levels the lowest in more than a decade, with an expected further drop of 12.5 cm. Manitoba Hydro losses were $100 million in 1988; QB hydro cut sales to ON and US by 25%."
0,0,500,,,0,0,,6,50,12,1988,t,Winter,6,50,12,1988,t,Winter,Fire,Hazardous Chemicals,Technology,Incident,0,0,Courtl,ON,Canada,t,"Courtland ON, December 17, 1988. A fire of unknown origin swept through a series of fertiliser warehouses of an agricultural co-operative but was under control before reaching a neighbouring gas station; about 245 tonnes of the chemicals were destroyed; 500 people within a 1.5 km radius were evacuated for 7 hours; two warehouses were destroyed; concentrations of pollutants in the air and water were minimal (trace)."
0,0,0,39827872,3356281.3,156086,2544786,37127000,2,33,8,1988,f,Summer,2,33,8,1988,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Calgary,AB,Canada,t,"Calgary AB, August 16, 1988. Thunderstorms caused major flooding with 40 to 200 mm of rain falling in different locations. Up to 5 cm of hail also fell in the southern part of Calgary.  Streets turned into rivers and left many motorists stranded.  Individuals, small businesses, farmers and government property were damaged. Approximately 400 homes were affected by sewer backup, 50 had damage due to surface water flooding. There were 3,000 property damage claims and 2,000 automobile claims."
0,0,0,37970666,3199775.2,20891999,17078667,,5,47,11,1988,f,Autumn,5,47,11,1988,f,Autumn,Earthquake,Geological,Natural,Disaster,6,0,Saguenay region,QC,Canada,t,"Saguenay region QC, November 25, 1988. Some minor damage was caused at Jonquière, Chicoutimi, La Baie and Québec City.  Magnitude: 6.0."
0,0,5000,26931008,2269467,11897256,15033752,,2,34,8,1988,f,Summer,2,34,8,1988,f,Summer,Fire,Hazardous Chemicals,Technology,Incident,0,0,Sat-Basile-le-Gr,QC,Canada,t,"Saint-Basile-le-Grand QC, August 23, 1988. A fire broke out in a warehouse containing 84.8 m³ of toxic solid and liquid wastes containing PCBs; nearly 5000 people were evacuated for 17 days over an area of 14 km²; agricultural produce was destroyed over an area of 750 km² as a safety precaution."
0,0,250,,,0,0,,7,52,1,1989,t,Winter,7,52,1,1989,t,Winter,Derailment Release,Hazardous Chemicals,Technology,Incident,0,0,Sarnia,ON,Canada,t,"Sarnia ON, 1989. Train derailment releasing dangerous goods; 250 evacuated."
0,0,200,,,0,0,,7,52,1,1989,t,Winter,7,52,1,1989,t,Winter,Fire,Hazardous Chemicals,Technology,Incident,0,0,Dundas,ON,Canada,t,"Dundas ON, 1989. 200 evacuated."
0,0,1000,,,0,0,,7,52,1,1989,t,Winter,7,52,1,1989,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Albany,ON,Canada,t,"Albany and Attawapiskat Rivers ON, 1989. 1000 evacuated."
0,0,100,,,0,0,,7,52,1,1989,t,Winter,7,52,1,1989,t,Winter,Fire,Hazardous Chemicals,Technology,Incident,0,0,Niagara Falls,ON,Canada,t,"Niagara Falls ON, 1989. 100 evacuated."
0,0,0,0,0,0,0,,7,52,1,1989,t,Winter,7,52,1,1989,t,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1989. Cereal crop drought occurred in parts of the Prairies; severe and widespread surface water droughts reported on the Prairies."
13,100,0,,,0,0,,1,5,1,1989,f,Winter,1,5,1,1989,f,Winter,Cold Event,Meteorological - Hydrological,Natural,Disaster,0,0,to Ontario,YT,Canada,t,"Yukon to Ontario, January 30, 1989. Freezing caused pipes to burst in British Columbia; 30.5 cm of snow in one day in Edmonton and the temperature plummeted from +3°C to -26°C in 7 hours; 13 weather related deaths; 8 died in Alberta, 2 motorists died due to icy roads in British Columbia, and 3 farmers froze to death in Saskatchewan; there were 28 frostbite victims in Calgary; 20,000 were affected in a power failure in British Columbia; pipes burst, schools closed down, ferries were cancelled, roads closed, and airports were shutdown; 100 frostbite cases were reported in Calgary; extensive agricultural damage was caused."
24,45,0,,,0,0,,5,10,3,1989,f,Spring,5,10,3,1989,f,Spring,Air,Transportation accident,Technology,Incident,0,0,Dryden,ON,Canada,t,"Dryden ON, March 10, 1989. 24 dead, 45 injured: an Air Ontario  F-28 passenger plane crashed shortly after take-off from a scheduled stop in Dryden."
0,0,0,,,0,0,,6,26,7,1989,t,Summer,6,26,7,1989,t,Summer,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Montmartre,SK,Canada,t,"Montmartre SK, July 1989. The Canadian Red Cross assisted the victims."
0,0,125,1094778,87816.4,852700,242078,,1,18,5,1989,f,Spring,2,19,5,1989,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Liard River,Northwest Territories,Canada,t,"Liard River NT, May 1-9, 1989. Flooding, caused by severe ice jams near 3 Mile Island, damaged the community of Fort Liard.  A State of Emergency was declared on May 1 due to the high water levels, 1 m in some areas.  Water built up when the ice jam reached Fort Simpson and the town of Hay River was also damaged. Personal, municipal and territorial property was damaged, riverbanks were eroded. Over 50 homes were affected by the flooding and 125 people were evacuated, there was no loss of life."
0,0,25000,18489862,1483144,14174906,4314956,,4,19,5,1989,f,Spring,3,38,9,1989,f,Autumn,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Northern,MB,Canada,t,"Northern MB, May-September 1989. One of the worst forest fires in Canadian history raged across northern Manitoba forcing the evacuation of roughly 25,000 people in approximately 25 communities; many were airlifted to Winnipeg. In 1989, Manitoba experienced 1,229 forest fires."
1,0,0,,,0,0,,7,36,9,1989,t,Autumn,7,36,9,1989,t,Autumn,Hurricane / Typhoon / Tropical Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Nova Scotia, September 10, 1989. Hurricane Gabrielle battered the coast of Nova Scotia with 6 to 9 metre swells and winds gusting to 150 km/h; one man was killed when a huge wave swept him into the ocean."
1,0,0,,,0,0,,2,37,9,1989,f,Autumn,2,37,9,1989,f,Autumn,Vehicle Release,Hazardous Chemicals,Technology,Incident,0,0,Ottawa,ON,Canada,t,"Ottawa ON, September 12, 1989. The driver of a tank truck carrying 57 m³ of gasoline lost control and crashed into a public transport bus; both the truck and bus were destroyed by fire, and 40 m³ of gasoline were released; the only casualty was the truck driver who was killed."
1,1,0,,,0,0,,5,39,9,1989,f,Autumn,5,39,9,1989,f,Autumn,Vehicle Release,Hazardous Chemicals,Technology,Incident,0,0,Sat-Jacques,QC,Canada,t,"Saint-Jacques QC, September 29, 1989. A highway collision between a car and transport truck containing ethylene glycol resulted in 9100 kg of the product spilling into a river below the road, causing serious pollution; the driver of the car was killed and the truck driver injured."
2,1,0,,,0,0,,1,40,10,1989,f,Autumn,1,40,10,1989,f,Autumn,Vehicle Release,Hazardous Chemicals,Technology,Incident,0,0,Sudbury,ON,Canada,t,"Sudbury ON, October 2, 1989. A vehicle collision caused a transport truck carrying 42 tonnes of sulphuric acid to crash into a ditch; the tank was punctured by a rock, causing 30 tonnes of acid to be released; neutralization of the acid and a clean-up operation were required; two occupants of the vehicle were killed, the truck driver was injured."
0,0,28,3146918,252426.6,54716,3092202,,3,45,11,1989,f,Autumn,7,45,11,1989,t,Autumn,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Southwestern British Columbia, November 8-12, 1989. A rainstorm which caused flooding occurred in southwestern British Columbia. Over 500 homes were flooded, a salmon hatchery incurred damage, and many service roads were washed away. Parts of the TransCanada highway were blocked with mudslides. The flooding also caused damage to the Coquihala highway and to the Owekena First Nation reserve; 28 residents of this reserve were evacuated."
39,0,0,,,0,0,,4,49,12,1989,f,Winter,4,49,12,1989,f,Winter,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Gulf of St. Lawrence,QC,Canada,t,"Gulf of St. Lawrence QC, December 7, 1989.  Two ships, Johanna B and Capitaine Torres, about 200 km apart, sank shortly after issuing distress calls during a brutal storm.  All 39 seamen aboard the two ships went missing and were presumed dead."
0,0,0,,,0,0,,1,52,12,1989,f,Winter,1,52,12,1989,f,Winter,Earthquake,Geological,Natural,Disaster,6,0,Ungava Pensula,QC,Canada,t,"Ungava Peninsula QC, December 25, 1989. The first earthquake in eastern North America to have produced surface faulting.  Magnitude: 6.3"
0,0,0,2327777,178146.2,1029958,1297819,,7,49,12,1990,t,Winter,7,49,12,1990,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Newfoundland, December 9, 1990. Heavy rain caused this damaging flood.  Up to 100 millemetres of rain fell on the area, forcing the closure of highways, flooding homes and damaging bridges."
0,0,0,581891545,44532516.2,,204155713,,1,1,1,1990,f,Winter,1,1,1,1990,f,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1990. Cereal crop drought occurred in parts of the Prairies."
0,0,0,19295404,1476689.1,,3016404,16279000,1,28,7,1990,f,Summer,1,28,7,1990,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Calgary,AB,Canada,t,"Calgary AB, July 9, 1990."
0,0,210,7925848,606570,,7591444,,5,29,7,1990,f,Summer,5,29,7,1990,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Old Crow,YT,Canada,t,"Old Crow YT, July 20, 1990. Fires threatened the community of Old Crow, north of Inuvik, requiring the evacuation of the community residents."
0,0,0,,,0,0,,1,30,7,1990,f,Summer,1,30,7,1990,f,Summer,Fire,Hazardous Chemicals,Technology,Incident,0,0,Harrow,ON,Canada,t,"Harrow ON, July 23, 1990. A fire destroyed a warehouse containing fertilisers and chemical products; extinguished in seven hours, the debris, waste, and water used for extinction were disposed of as toxic waste; dead fish were found as far away as 11 km."
0,0,0,7731772,398202.8,6021772,1710000,,5,21,5,2010,f,Spring,7,21,5,2010,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Wnipeg,MB,Canada,t,"Winnipeg MB, May 29, 2010. Heavy rains over the course of a week caused significant flooding in Winnipeg and the surrounding area. Out of the 180,000 residential properties in Winnipeg, 619 reported being flooded. As a result, 420 were damaged by overland flooding, while 199 suffered sewage backups. The province offered disaster financial assistance for the flood event alongside other events which occurred over the spring and summer."
4,0,0,,,0,0,,7,6,2,1990,t,Winter,7,6,2,1990,t,Winter,Avalanche,Meteorological - Hydrological,Natural,Disaster,0,0,Banff,AB,Canada,t,"Banff AB, February 11, 1990. Four people from Calgary were killed by an avalanche while cross-country skiing in Banff National Park."
0,0,1700,,,,,,1,7,2,1990,f,Winter,3,9,2,1990,f,Winter,Non-Residential,Arson,Conflict,Incident,0,0,Hagersville,ON,Canada,t,"Hagersville ON, February 12, 1990. A fire was set by arsonists in a pile of 14 million used tires; the fire took 17 days to extinguish; the toxic runoff from the melting tires and the fear of toxins in the oily smoke became a prime focus for media attention. The Environment Canada accident report states that 1700 people were evacuated in a radius of 4 km for 17 days; the fire created 20,000 m³ of solid waste and contaminated an area of 4.5 ha with 12 to 50 m³ of floating liquid residue; 25 people were deprived of drinking water for 3 months."
0,0,0,,,,,,5,8,2,1990,f,Winter,5,8,2,1990,f,Winter,Marine Release,Hazardous Chemicals,Technology,Incident,0,0,Vancouver Harbour,BC,Canada,t,"Vancouver Harbour BC, February 23, 1990. Two ships collided in fog causing a spill of 40 tonnes of marine diesel oil; pollution affected 1.5 km of shore and 1 ha of water, killing 65 birds; 225 other birds were rescued through clean-up efforts."
2,12,0,,,,,,1,12,3,1990,f,Spring,1,12,3,1990,f,Spring,Marine Release,Hazardous Chemicals,Technology,Incident,0,0,La Baie,QC,Canada,t,"La Baie QC, March 19, 1990. The by-products of aluminium manufacturing were being loaded onto a Norwegian ship when a pocket of gas was released and caused a serious explosion; two sailors were killed, one seriously injured, and 11 by-standers were also injured."
0,0,0,,,,,,1,17,4,1990,f,Spring,1,17,4,1990,f,Spring,Fire,Hazardous Chemicals,Technology,Incident,0,0,Sate-Anne des Plaes,QC,Canada,t,"Sainte-Anne des Plaines QC, April 23, 1990. 50,000 tires on fire; likely arson; the fire was extinguished in 48 hours using earth from surrounding ditches; contamination of the area with toxic chemicals (benzene, toluene, xylene, etc.) caused the interruption of drinking water to 20 houses."
0,0,0,28310657,2051496.9,,0,28310657,3,13,3,1991,f,Spring,3,13,3,1991,f,Spring,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Sarnia,ON,Canada,t,"Sarnia ON, March 27, 1991."
0,0,150,,,,,,3,20,5,1990,f,Spring,6,20,5,1990,t,Spring,Fire,Hazardous Chemicals,Technology,Incident,0,0,St.-Amable,QC,Canada,t,"St.-Amable QC, May 16-19, 1990. A fire started accidentally in a pile of 3.5 million tires and took three days to extinguish; as with Hagersville (see 1990.006), the environmental pollution aspects of the emergency dominated the media coverage of the fire; the fire was extinguished with sand.  [The Environment Canada accident report states that the fire was controlled after five days using 14,000 tonnes of sand; 150 people were evacuated and 150 others were confined to their homes for two days; the plume of smoke was visible at 80 km]"
1,0,221,22147336,1694949.2,8229503,13917833,,5,21,5,1990,f,Spring,3,27,7,1990,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Western,AB,Canada,t,"Western Alberta, May 25 - July 4, 1990. Heavy rains caused extensive flooding and runoff damage in a number of communities in Alberta during several separate periods. Rains fell from Peace River in the north to High River in the South. Flooding caused damage to public works, businesses, First Nation reserves, farmland, and extensive damage of private residences. Sewers backed up, roads and bridges washed out. The communities most affected were: Thorsby, Winfield, Calman, Mudhurst and Bentley. During late May, several rivers were 1.3-3m above their normal level and  on July 2-3, 100150 mm of rain fell on Central Alberta in 36 hours. Over 200 homes were damaged by flooding, and 4 were destroyed. 1 man drowned while crossing a river, and a woman was missing. * During the two week time period, approximately 34 families and 85 people were evacuated."
0,0,0,1666667,127551,,1666667,,3,31,8,1990,f,Summer,3,31,8,1990,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Woodstock,NB,Canada,t,"Woodstock area NB, August 1990. Flooding was caused by heavy rains."
0,6,0,792167,60625,,511000,,3,35,8,1990,f,Summer,3,35,8,1990,f,Summer,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, August 29, 1990. Tornadoes, high winds and thunderstorms caused crop damage and the destruction of several buildings in the communities of Lobo, Komoka, Frome, Port Stanley, Southwold and Kendall; 6 minor injuries were reported."
